targetName,targetId,cohortId,subgroupId,subgroupName,cohortType
"Hepatitis C prevalent cohort: First condition occurrence of 'Hepatitis C' conceptset (with Viral Hepatitis Carrier, Cirrhosis of liver due to chronic hepatitis C)",1974940040,3564,2004,Male,TwS
Hypertensive disorder prevalent cohort: First condition occurrence of 'Hypertension' conceptset,3168660030,3591,2004,Male,TwS
Non-Hodgkin's lymphoma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,40388380010,3636,2004,Male,TwS
Gastritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2013400010,3572,2004,Male,TwS
Celiac disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1949920010,3562,2004,Male,TwS
"Gastrointestinal bleeding events, defined by condition occurrences of 'Gastrointestinal hemorrhage GI bleeding' conceptset occurring between start and end of inpatient or ER visit",1926710030,3559,2004,Male,TwS
Tuberculosis prevalent cohort: First condition occurrence of 'Respiratory and pulmonary tuberculosis' conceptset,4345570030,3613,2004,Male,TwS
"Sepsis during hospitalization, defined by condition occurrences of 'sepsis' conceptset occurring between start and end of inpatient visit",1327970030,3547,2004,Male,TwS
Osteoarthritis incident cohort: First occurrence of 'osteoarthritis' concept with >=365d prior observation,801800030,3541,2004,Male,TwS
"Hemorrhagic stroke events, defined by condition occurrences of 'intracranial bleed Hemorrhagic stroke' conceptset occurring between start and end of inpatient or ER visit",3767130030,3602,2004,Male,TwS
Posttraumatic stress disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366760010,3620,2004,Male,TwS
Thyroiditis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1334440010,3548,2004,Male,TwS
"Primary biliary cirrhosis for first time in patients history, with exclusion of secondary biliary cirrhosis",1926750030,3560,2004,Male,TwS
"Ischemic stroke events, defined by condition occurrences of 'Ischemic stroke' conceptset occurring between start and end of inpatient or ER visit",4434540030,3634,2004,Male,TwS
Crohn's disease for first time with no history (Thirumurthi),2016060030,3573,2004,Male,TwS
Pulmonary hypertension referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43220240010,3653,2004,Male,TwS
Persons observed in 2017 with 3yr prior observation (Age 60-69),1006,3534,2004,Male,TwS
Ulcerative colitis at first diagnosis with no history of ulcerative colitis,818930030,3544,2004,Male,TwS
Insomnia with disorders of maintaing sleep concept prevalent cohort: First occurrence of expanded concept + descendants (excluding hypo/hypersomnias),4369620030,3621,2004,Male,TwS
"Acute myocardial infarction events, defined by condition occurrences of 'Acute myocardial Infarction' conceptset occurring between start and end of inpatient or ER visit",3123270030,3581,2004,Male,TwS
"Schizophrenia by Ren, 2005 and repeated in literature",4357830030,3615,2004,Male,TwS
Acute respiratory failure incident cohort: First occurrence of 'Acute respiratory failure' conceptset with >=365d prior observation,3190490030,3595,2004,Male,TwS
Attention deficit hyperactivity disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4384090010,3625,2004,Male,TwS
"Alzheimer's disease by Imfeld Epilepsia, 2013",3784190030,3603,2004,Male,TwS
Atopic dermatitis and Eczema at first diagnosis,1338340050,3549,2004,Male,TwS
Toxic shock syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2012140010,3570,2004,Male,TwS
Gout referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4406740010,3630,2004,Male,TwS
"Guillain-Barre syndrome inpatient (Arya et al, ScallenWalter et al, Iqbal et al, Anandan et al, Rasmussen et al. Baxter et al.)",41647700030,3641,2004,Male,TwS
Obesity prevalent cohort: Earliest of condition occurrence or observation of 'obesity diagnoses' conceptset or BMI > 30 or body weight > 120kg,4337360030,3611,2004,Male,TwS
Psoriasis at first diagnosis (no history of Psoriasis),1401680030,3555,2004,Male,TwS
"Hospitalization for Psychosis, defined by inpatient visit with a primary condition occurrence of 'psychosis' conceptset",4360730030,3616,2004,Male,TwS
Behcet's syndrome custom concept (includes arthropathy) incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366420040,3618,2004,Male,TwS
'Hypoglycemia disorder' incident cohort: First occurrence + descendants with >=365d prior observation,246090030,3537,2004,Male,TwS
Peripheral vascular disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3210520010,3596,2004,Male,TwS
Fracture of bone of hip region (dx + px) referent concept incident cohort (aged 50-89): First occurrence of hip fracture dx or procedure with >=365d prior observation,457636530030,3658,2004,Male,TwS
"Stroke events, defined by condition occurrences of 'Stroke (ischemic or hemorrhagic)' conceptset occurring between start and end of inpatient or ER visit",3813160030,3606,2004,Male,TwS
Multiple Sclerosis (MS) at first diagnosis,3749190030,3600,2004,Male,TwS
Malignant neoplasm of liver referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42461270010,3647,2004,Male,TwS
Inflammatory bowel disease,40748150030,3637,2004,Male,TwS
"Cardiogenic shock by Vallabhajosyula, All events of Cardiogenic shock during inpatient or ER",1985710030,3566,2004,Male,TwS
"Thrombotic microangiopathy events, based on diagnosis codes from Reynolds AJKD 2003 and Perkins NDT 2006",3138000030,3587,2004,Male,TwS
Persons observed in 2017 with 3yr prior observation (Age 40-49),1004,3532,2004,Male,TwS
"Hospitalization for Asthma, defined by inpatient visit with a primary condition occurrence of 'asthma' conceptset",3170090030,3592,2004,Male,TwS
Otitis media referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3723280010,3597,2004,Male,TwS
"Transverse myelitis events, using diagnosis codes from Marrie MSRD 2018",1398030050,3554,2004,Male,TwS
"B-cell lymphoma incident cohort: First occurrence of ""B-cell lymphoma"" with exclusions + descendants with >=365d prior observation",4345920030,3614,2004,Male,TwS
Malignant tumor of stomach referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4433870010,3633,2004,Male,TwS
HIV prevalent cohort: First occurrence of 'HIV excluding HIV-II' conceptset,4397270040,3626,2004,Male,TwS
Parkinson's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3812700010,3605,2004,Male,TwS
Narcolepsy (generalized algorithm from literature),4361000030,3617,2004,Male,TwS
Osteoporosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,805020010,3542,2004,Male,TwS
Migraine incident cohort: First occurrence of 'Migraine excluding abdominal migraine'+ descendants excluding abdominal migraine with >=365d prior observation,3187360030,3593,2004,Male,TwS
"Idiopathic thrombocytopenic purpura events, as defined by diagnosis codes from Shaw Platelets 2020",4328700030,3609,2004,Male,TwS
Persons observed in 2017 with 3yr prior observation (Age 0-9),1000,3528,2004,Male,TwS
Bipolar disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366650010,3619,2004,Male,TwS
Epilepsy Moura 1,3803780080,3604,2004,Male,TwS
Allergic rhinitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2570070010,3579,2004,Male,TwS
"Hepatic failure prevalent cohort: First condition occurrence of 'hepatic failure, necrosis or coma' conceptset",42459750030,3646,2004,Male,TwS
Hidradenitis at first diagnosis,4341190030,3612,2004,Male,TwS
Gastroesophageal reflux disease incident cohort: First occurrence of 'GERD' concept with >=365d prior observation,3188000030,3594,2004,Male,TwS
Malignant tumor of colon referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41807900010,3642,2004,Male,TwS
Type B viral hepatitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42812320010,3650,2004,Male,TwS
"Atrial fibrillation incident cohort: First occurrence of Atrial fibrillation with descendants with >=365d prior observation, removing family history code",3132170060,3584,2004,Male,TwS
Heart failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3161390010,3590,2004,Male,TwS
Type 2 diabetes mellitus incident cohort: First condition occurrence of 'Type 2 diabetes mellitus' conceptset or Type 2 diabetes treatment or HbA1c > 6.5 and no prior observation of 'History of diabetes',2018260050,3575,2004,Male,TwS
"Thrombocytopenia events, as defined by diagnosis codes from Altomare ClinEpi 2016",4328700040,3610,2004,Male,TwS
Persons observed in 2017 with 3yr prior observation (Age 30-39),1003,3531,2004,Male,TwS
Giant cell arteritis at first diagnosis (no history of giant cell arteritis),42909760030,3651,2004,Male,TwS
Granulomatosis with polyangiitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3132230010,3585,2004,Male,TwS
Chronic kidney disease incident cohort: First condition occurrence of 'chronic kidney disease' conceptset,462710220060,3659,2004,Male,TwS
"Chronic lymphoid leukemia, disease referent concept prevalent cohort: First occurrence of updated concept set + descendants (condition and observation domain)",1383790030,3552,2004,Male,TwS
Acute pancreatitis prevalent cohort: defined by condition occurrences of 'Acute pancreatitis' conceptset occurring between start and end of inpatient or ER visit,1990740030,3568,2004,Male,TwS
Chilblains referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1414560010,3558,2004,Male,TwS
Autism spectrum disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4397760010,3627,2004,Male,TwS
Sjogren's syndrome at first diagnosis,2544430030,3576,2004,Male,TwS
"Anosmia OR Hyposmia OR Dysgeusia episodes, defined by condition occurrences of 'Altered smell or taste' conceptset",435307140030,3656,2004,Male,TwS
"Acute kidney injury diagnosis during hospitalization, defined by condition occurrences of 'acute renal failure' conceptset occurring between start and end of inpatient visit",1973200040,3563,2004,Male,TwS
"Hospitalization for Chronic obstructive pulmonary disease, defined by inpatient visit with a primary condition occurrence of 'COPD' conceptset",2555730030,3577,2004,Male,TwS
Primary malignant neoplasm of respiratory tract referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43114990010,3652,2004,Male,TwS
Hyperlipidemia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4328670010,3608,2004,Male,TwS
Low back pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1941330010,3561,2004,Male,TwS
Sleep apnea referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3134590010,3586,2004,Male,TwS
Multiple myeloma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4372330010,3623,2004,Male,TwS
Influenza custom cohort: Flu-like symptom episodes,42663670030,3649,2004,Male,TwS
"Pulmonary embolism events, defined by condition occurrences of 'Pulmonary embolism' conceptset",4404170030,3629,2004,Male,TwS
Glaucoma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4375410010,3624,2004,Male,TwS
Stress Cardiomyopathy as per Bhat et al (US 2020),404795890030,3654,2004,Male,TwS
Anaphylactic reaction by Walsh (Mini-sentinial validated definition),4412020030,3632,2004,Male,TwS
Abdominal pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2002190010,3569,2004,Male,TwS
Dementia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41822100010,3644,2004,Male,TwS
Rheumatoid arthritis at first diagnosis (no history of Rheumatoid arthritis),808090030,3543,2004,Male,TwS
"Myocarditis by SundbÃ¸ll, First diagnosis of custom codes from SundbÃ¸ll, during inpatient or outpatient",3143830030,3589,2004,Male,TwS
Type 1 diabetes mellitus incident cohort: First occurrence of 'Type 1 diabetes mellitus' concept with >=365d prior observation,2012540030,3571,2004,Male,TwS
Erythema multiforme incident cohort: First occurrence of 'Erythema multiforme or Stevens Johnson Syndrome' concept with >=365d prior observation,1327020030,3546,2004,Male,TwS
Jaundice referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1379770010,3551,2004,Male,TwS
Hypothyroidism referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1406730010,3557,2004,Male,TwS
Dysphagia incident cohort: First occurrence of Dysphagia and Difficulty swallowing descendants with >=365d prior observation,313170030,3538,2004,Male,TwS
Ankylosing spondylitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4370820010,3622,2004,Male,TwS
"ventricular arrhythmia or cardiac arrest during hospitalization, defined by condition occurrences of 'ventricular arrhythmia or cardiac arrest' conceptset occurring between start and end of inpatient visit",41032950030,3639,2004,Male,TwS
"Dyspnea prevalent cohort: Episodes of dyspnea, defined by condition occurrences of 'shortness of breath (dyspnea)' conceptset",3124370030,3582,2004,Male,TwS
"Multi-system inflammatory syndrome (Kawasaki disease or toxic shock syndrome) episodes, defined by condition occurrences of 'Toxic shock syndrome or kawasaki disease' conceptset",3143810030,3588,2004,Male,TwS
Cardiac arrhythmia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,447842170010,3657,2004,Male,TwS
Myelodysplastic syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1389940010,3553,2004,Male,TwS
"Angioedema events, defined by condition occurrences of 'Angioedema' conceptset occurring between start and end of inpatient or ER visit",4327910030,3607,2004,Male,TwS
Systemic lupus erythematosus (SLE) at first diagnosis,2576280030,3580,2004,Male,TwS
Thromboangiitis obliterans referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3129390010,3583,2004,Male,TwS
Thromboangiitis obliterans referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3129390010,3715,2005,White,TwS
"Cardiogenic shock by Vallabhajosyula, All events of Cardiogenic shock during inpatient or ER",1985710030,3698,2005,White,TwS
Hypertensive disorder prevalent cohort: First condition occurrence of 'Hypertension' conceptset,3168660030,3723,2005,White,TwS
"Chronic lymphoid leukemia, disease referent concept prevalent cohort: First occurrence of updated concept set + descendants (condition and observation domain)",1383790030,3684,2005,White,TwS
Osteoporosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,805020010,3674,2005,White,TwS
Sleep apnea referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3134590010,3718,2005,White,TwS
Atopic dermatitis and Eczema at first diagnosis,1338340050,3681,2005,White,TwS
Low back pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1941330010,3693,2005,White,TwS
Systemic sclerosis or or localized scleroderma at first diagnosis,1344420050,3682,2005,White,TwS
Posttraumatic stress disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366760010,3752,2005,White,TwS
Persons observed in 2017 with 3yr prior observation (Age 60-69),1006,3666,2005,White,TwS
Peripheral vascular disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3210520010,3728,2005,White,TwS
"Multi-system inflammatory syndrome (Kawasaki disease or toxic shock syndrome) episodes, defined by condition occurrences of 'Toxic shock syndrome or kawasaki disease' conceptset",3143810030,3720,2005,White,TwS
Dysphagia incident cohort: First occurrence of Dysphagia and Difficulty swallowing descendants with >=365d prior observation,313170030,3670,2005,White,TwS
Psoriasis at first diagnosis (no history of Psoriasis),1401680030,3687,2005,White,TwS
Bipolar disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366650010,3751,2005,White,TwS
Persons observed in 2017 with 3yr prior observation (Age 50-59),1005,3665,2005,White,TwS
Type 1 diabetes mellitus incident cohort: First occurrence of 'Type 1 diabetes mellitus' concept with >=365d prior observation,2012540030,3703,2005,White,TwS
Crohn's disease for first time with no history (Thirumurthi),2016060030,3705,2005,White,TwS
"Primary biliary cirrhosis for first time in patients history, with exclusion of secondary biliary cirrhosis",1926750030,3692,2005,White,TwS
Celiac disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1949920010,3694,2005,White,TwS
Persons observed in 2017 with 3yr prior observation (Age 70-79),1007,3667,2005,White,TwS
Erythema multiforme incident cohort: First occurrence of 'Erythema multiforme or Stevens Johnson Syndrome' concept with >=365d prior observation,1327020030,3678,2005,White,TwS
Gastroesophageal reflux disease incident cohort: First occurrence of 'GERD' concept with >=365d prior observation,3188000030,3726,2005,White,TwS
"ventricular arrhythmia or cardiac arrest during hospitalization, defined by condition occurrences of 'ventricular arrhythmia or cardiac arrest' conceptset occurring between start and end of inpatient visit",41032950030,3771,2005,White,TwS
"Myocarditis by SundbÃ¸ll, First diagnosis of custom codes from SundbÃ¸ll, during inpatient or outpatient",3143830030,3721,2005,White,TwS
"Idiopathic thrombocytopenic purpura events, as defined by diagnosis codes from Shaw Platelets 2020",4328700030,3741,2005,White,TwS
"Hospitalization for Chronic obstructive pulmonary disease, defined by inpatient visit with a primary condition occurrence of 'COPD' conceptset",2555730030,3709,2005,White,TwS
"Hemorrhagic stroke events, defined by condition occurrences of 'intracranial bleed Hemorrhagic stroke' conceptset occurring between start and end of inpatient or ER visit",3767130030,3734,2005,White,TwS
"Deep vein thrombosis events, defined by condition occurrences of 'deep vein thrombosis' conceptset",41330040050,3772,2005,White,TwS
"Transverse myelitis events, using diagnosis codes from Marrie MSRD 2018",1398030050,3686,2005,White,TwS
Heart failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3161390010,3722,2005,White,TwS
Epilepsy Moura 1,3803780080,3736,2005,White,TwS
Toxic shock syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2012140010,3702,2005,White,TwS
Dementia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41822100010,3776,2005,White,TwS
Malignant tumor of urinary bladder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1975080010,3697,2005,White,TwS
"Stroke events, defined by condition occurrences of 'Stroke (ischemic or hemorrhagic)' conceptset occurring between start and end of inpatient or ER visit",3813160030,3738,2005,White,TwS
Kidney stone referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2016200010,3706,2005,White,TwS
Obesity prevalent cohort: Earliest of condition occurrence or observation of 'obesity diagnoses' conceptset or BMI > 30 or body weight > 120kg,4337360030,3743,2005,White,TwS
Persons observed in 2017 with 3yr prior observation (Age 20-29),1002,3662,2005,White,TwS
Vasculitis associated with Antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis,425357140030,3787,2005,White,TwS
Behcet's syndrome custom concept (includes arthropathy) incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366420040,3750,2005,White,TwS
Granulomatosis with polyangiitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3132230010,3717,2005,White,TwS
"Nausea Events All Events of referent concept ""Nausea + descendants"" with 30 day gap",319670030,3671,2005,White,TwS
Ankylosing spondylitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4370820010,3754,2005,White,TwS
"Schizophrenia by Ren, 2005 and repeated in literature",4357830030,3747,2005,White,TwS
Jaundice referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1379770010,3683,2005,White,TwS
Gout referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4406740010,3762,2005,White,TwS
Gastritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2013400010,3704,2005,White,TwS
"Sepsis during hospitalization, defined by condition occurrences of 'sepsis' conceptset occurring between start and end of inpatient visit",1327970030,3679,2005,White,TwS
Constipation Events: all occurrence of referent concept + descendants with 30 days gap,758600030,3672,2005,White,TwS
Persons observed in 2017 with 3yr prior observation (Age 40-49),1004,3664,2005,White,TwS
Malignant tumor of esophagus referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41813430010,3775,2005,White,TwS
Insomnia with disorders of maintaing sleep concept prevalent cohort: First occurrence of expanded concept + descendants (excluding hypo/hypersomnias),4369620030,3753,2005,White,TwS
Hypothyroidism referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1406730010,3689,2005,White,TwS
Non-Hodgkin's lymphoma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,40388380010,3768,2005,White,TwS
"Hepatitis C prevalent cohort: First condition occurrence of 'Hepatitis C' conceptset (with Viral Hepatitis Carrier, Cirrhosis of liver due to chronic hepatitis C)",1974940040,3696,2005,White,TwS
"Acute kidney injury diagnosis during hospitalization, defined by condition occurrences of 'acute renal failure' conceptset occurring between start and end of inpatient visit",1973200040,3695,2005,White,TwS
Primary malignant neoplasm of respiratory tract referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43114990010,3784,2005,White,TwS
"Pulmonary embolism events, defined by condition occurrences of 'Pulmonary embolism' conceptset",4404170030,3761,2005,White,TwS
"Depressive disorder prevalent cohort, defined as the earliest condition occurrence of 'Depressive disorder' conceptset with no teratment more than 30 days prior and no prior psychosies/mania",4403830030,3760,2005,White,TwS
"Thrombocytopenia events, as defined by diagnosis codes from Altomare ClinEpi 2016",4328700040,3742,2005,White,TwS
Persons observed in 2017 with 3yr prior observation (Age 0-9),1000,3660,2005,White,TwS
Myelodysplastic syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1389940010,3685,2005,White,TwS
"Atrial fibrillation incident cohort: First occurrence of Atrial fibrillation with descendants with >=365d prior observation, removing family history code",3132170060,3716,2005,White,TwS
Abdominal pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2002190010,3701,2005,White,TwS
Type 2 diabetes mellitus incident cohort: First condition occurrence of 'Type 2 diabetes mellitus' conceptset or Type 2 diabetes treatment or HbA1c > 6.5 and no prior observation of 'History of diabetes',2018260050,3707,2005,White,TwS
Giant cell arteritis at first diagnosis (no history of giant cell arteritis),42909760030,3783,2005,White,TwS
Facial palsy referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,40915590010,3770,2005,White,TwS
"Transient ischemic attack events, defined by condition occurrences of 'Transient cerebral Ischemia (TCA)' conceptset occurring between start and end of inpatient or ER visit",3735030030,3730,2005,White,TwS
"Gastrointestinal bleeding events, defined by condition occurrences of 'Gastrointestinal hemorrhage GI bleeding' conceptset occurring between start and end of inpatient or ER visit",1926710030,3691,2005,White,TwS
Allergic rhinitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2570070010,3711,2005,White,TwS
Acute tubular necrosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4440440010,3767,2005,White,TwS
Parkinson's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3812700010,3737,2005,White,TwS
Hidradenitis at first diagnosis,4341190030,3744,2005,White,TwS
"Angioedema events, defined by condition occurrences of 'Angioedema' conceptset occurring between start and end of inpatient or ER visit",4327910030,3739,2005,White,TwS
Acute respiratory failure incident cohort: First occurrence of 'Acute respiratory failure' conceptset with >=365d prior observation,3190490030,3727,2005,White,TwS
Multiple Sclerosis (MS) at first diagnosis,3749190030,3732,2005,White,TwS
Takayasu's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4407400010,3763,2005,White,TwS
Anaphylactic reaction by Walsh (Mini-sentinial validated definition),4412020030,3764,2005,White,TwS
"Pneumonia prevalent cohort: Episodes of pneumonia, defined by condition occurrences of 'pneumonia' conceptset",2558480040,3710,2005,White,TwS
"Hepatic failure prevalent cohort: First condition occurrence of 'hepatic failure, necrosis or coma' conceptset",42459750030,3778,2005,White,TwS
"Neck pain cohort: First occurrence of ""neck pain"" concept Without descendants",241340030,3668,2005,White,TwS
Optic neuritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3749540010,3733,2005,White,TwS
Persons observed in 2017 with 3yr prior observation (Age 30-39),1003,3663,2005,White,TwS
Migraine incident cohort: First occurrence of 'Migraine excluding abdominal migraine'+ descendants excluding abdominal migraine with >=365d prior observation,3187360030,3725,2005,White,TwS
"Hospitalization for Asthma, defined by inpatient visit with a primary condition occurrence of 'asthma' conceptset",3170090030,3724,2005,White,TwS
Acute pancreatitis prevalent cohort: defined by condition occurrences of 'Acute pancreatitis' conceptset occurring between start and end of inpatient or ER visit,1990740030,3700,2005,White,TwS
Autism spectrum disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4397760010,3759,2005,White,TwS
Primary malignant neoplasm of kidney referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1989850010,3699,2005,White,TwS
"Thrombotic microangiopathy events, based on diagnosis codes from Reynolds AJKD 2003 and Perkins NDT 2006",3138000030,3719,2005,White,TwS
"Dyspnea prevalent cohort: Episodes of dyspnea, defined by condition occurrences of 'shortness of breath (dyspnea)' conceptset",3124370030,3714,2005,White,TwS
Chronic kidney disease incident cohort: First condition occurrence of 'chronic kidney disease' conceptset,462710220060,3791,2005,White,TwS
Pulmonary hypertension referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43220240010,3785,2005,White,TwS
Hyperlipidemia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4328670010,3740,2005,White,TwS
Persons observed in 2017 with 3yr prior observation (Age 10-19),1001,3661,2005,White,TwS
Malignant tumor of stomach referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4433870010,3765,2005,White,TwS
'Hypoglycemia disorder' incident cohort: First occurrence + descendants with >=365d prior observation,246090030,3669,2005,White,TwS
"Acute myeloid leukemia, disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation",1403520010,3688,2005,White,TwS
Multiple myeloma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4372330010,3755,2005,White,TwS
Aseptic meningitis by Perez-Vilar (specific codes for meningitias excluding encephalitis diagnosis),42010960030,3777,2005,White,TwS
Rheumatoid arthritis at first diagnosis (no history of Rheumatoid arthritis),808090030,3675,2005,White,TwS
Glaucoma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4375410010,3756,2005,White,TwS
"Alzheimer's disease by Imfeld Epilepsia, 2013",3784190030,3735,2005,White,TwS
Stress Cardiomyopathy as per Bhat et al (US 2020),404795890030,3786,2005,White,TwS
"Anosmia OR Hyposmia OR Dysgeusia episodes, defined by condition occurrences of 'Altered smell or taste' conceptset",435307140030,3788,2005,White,TwS
"B-cell lymphoma incident cohort: First occurrence of ""B-cell lymphoma"" with exclusions + descendants with >=365d prior observation",4345920030,3746,2005,White,TwS
HIV prevalent cohort: First occurrence of 'HIV excluding HIV-II' conceptset,4397270040,3758,2005,White,TwS
"Hospitalization for Psychosis, defined by inpatient visit with a primary condition occurrence of 'psychosis' conceptset",4360730030,3748,2005,White,TwS
Ulcerative colitis at first diagnosis with no history of ulcerative colitis,818930030,3676,2005,White,TwS
Cardiac arrhythmia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,447842170010,3789,2005,White,TwS
"Ischemic stroke events, defined by condition occurrences of 'Ischemic stroke' conceptset occurring between start and end of inpatient or ER visit",4434540030,3766,2005,White,TwS
Systemic lupus erythematosus (SLE) at first diagnosis,2576280030,3712,2005,White,TwS
Chilblains referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1414560010,3690,2005,White,TwS
Respiratory failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42562280010,3780,2005,White,TwS
Osteoarthritis incident cohort: First occurrence of 'osteoarthritis' concept with >=365d prior observation,801800030,3673,2005,White,TwS
Attention deficit hyperactivity disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4384090010,3757,2005,White,TwS
Psoriatic arthritis,819310040,3677,2005,White,TwS
"Acute disseminated encephalomyelitis hospitalization events, using diagnosis codes from Minegishi 2019",3740210030,3731,2005,White,TwS
Influenza custom cohort: Flu-like symptom episodes,42663670030,3781,2005,White,TwS
Inflammatory bowel disease,40748150030,3769,2005,White,TwS
Thyroiditis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1334440010,3680,2005,White,TwS
Sjogren's syndrome at first diagnosis,2544430030,3708,2005,White,TwS
Type B viral hepatitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42812320010,3782,2005,White,TwS
Malignant tumor of colon referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41807900010,3774,2005,White,TwS
Narcolepsy (generalized algorithm from literature),4361000030,3749,2005,White,TwS
Tuberculosis prevalent cohort: First condition occurrence of 'Respiratory and pulmonary tuberculosis' conceptset,4345570030,3745,2005,White,TwS
